date_heure,consommation,nucleaire,eolien,solaire,hydraulique,taux_co2
2026-08-16T12:30:00+00:00,43203,27779,1031,16589,2237,15
2026-08-16T15:45:00+00:00,42202,31349,2107,9656,4644,26
2026-08-16T17:00:00+00:00,44075,31631,2703,4944,5965,40
2026-08-16T17:15:00+00:00,44132,31644,2812,4003,6236,41
2026-08-16T17:45:00+00:00,44120,31625,2836,2304,7062,45
2026-08-16T19:00:00+00:00,43262,31648,2994,322,8147,46
2026-08-16T20:30:00+00:00,43173,31719,2744,0,8187,47
2026-08-16T23:15:00+00:00,38313,31149,1963,0,4484,53
2026-08-16T23:30:00+00:00,37605,31135,1912,0,4162,53
2026-08-16T23:45:00+00:00,37402,31130,1887,0,4172,53
2026-08-17T01:15:00+00:00,34050,31129,1530,0,3843,53
2026-08-17T01:45:00+00:00,33746,31135,1545,0,3860,53
2026-08-17T03:00:00+00:00,34138,31136,1645,0,3875,53
2026-08-17T03:15:00+00:00,34943,31177,1694,0,3926,53
2026-08-17T07:30:00+00:00,43457,31117,1737,5573,4719,47
2026-08-17T08:30:00+00:00,44778,31182,1663,9005,3656,45
2026-08-17T09:00:00+00:00,44978,31165,1626,10703,3232,42
2026-08-17T09:15:00+00:00,45781,31131,1704,11410,3244,39
2026-08-17T11:15:00+00:00,47001,31166,2224,14749,2887,35
2026-08-17T12:15:00+00:00,48035,31118,2688,15063,3076,34
2026-08-17T12:30:00+00:00,47924,31179,2773,14985,3201,35
2026-08-17T12:45:00+00:00,47873,31128,2914,14539,3309,35
2026-08-17T13:00:00+00:00,47777,31082,3023,14611,3370,36
2026-08-17T16:30:00+00:00,47117,32246,4785,6299,5483,42
2026-08-17T17:00:00+00:00,47799,32290,4890,4588,6292,41
2026-08-17T19:00:00+00:00,45266,32585,4202,305,8010,47
2026-08-17T20:15:00+00:00,44887,32658,4060,0,6563,48
2026-08-17T21:15:00+00:00,44186,32689,4230,0,4994,50
2026-08-17T21:45:00+00:00,43244,32697,4254,0,4309,50
2026-08-17T22:15:00+00:00,42194,32824,4220,0,3867,50
2026-08-17T22:45:00+00:00,39624,32783,4236,0,3452,49
2026-08-17T23:00:00+00:00,39359,33110,4210,0,3318,47
2026-08-17T23:45:00+00:00,38824,33494,3849,0,3255,46
2026-08-18T04:15:00+00:00,38147,33172,4225,226,3689,46
2026-08-18T04:30:00+00:00,38288,33159,4294,221,4504,45
2026-08-18T05:00:00+00:00,38849,33153,4713,337,4988,44
2026-08-18T05:30:00+00:00,39773,33272,4928,657,5080,44
2026-08-18T06:15:00+00:00,41306,32527,5051,2331,4704,43
2026-08-18T07:30:00+00:00,43213,31986,5533,7459,3517,39
2026-08-18T08:30:00+00:00,44998,32740,6484,11905,2991,15
2026-08-18T09:15:00+00:00,46254,32874,6979,14504,2663,13
2026-08-18T10:45:00+00:00,48017,33056,7169,17046,3048,15
2026-08-18T11:45:00+00:00,47541,33067,7252,18155,2758,13
2026-08-18T12:30:00+00:00,48312,33044,7787,17835,2644,15
2026-08-18T13:30:00+00:00,48216,33318,7934,17044,2433,15
2026-08-18T14:00:00+00:00,47845,33524,7957,16109,2838,14
2026-08-18T14:30:00+00:00,48058,33752,8289,15223,3464,18
2026-08-18T15:45:00+00:00,47538,34126,8202,10783,4205,22
2026-08-18T16:45:00+00:00,48139,34553,7412,6496,5375,42
2026-08-18T18:30:00+00:00,46406,34593,5947,750,7666,52
2026-08-18T21:00:00+00:00,44785,34842,4253,0,5641,56
2026-08-18T21:30:00+00:00,43697,34931,3845,0,4856,53
2026-08-18T23:15:00+00:00,39693,35734,3254,0,2990,49
2026-08-18T23:30:00+00:00,39120,35766,3102,0,2953,49
2026-08-19T00:15:00+00:00,37754,35688,3009,0,2958,46
2026-08-19T01:00:00+00:00,35837,35788,3081,0,2845,45
2026-08-19T02:30:00+00:00,34958,35844,2836,0,3103,45
2026-08-19T04:30:00+00:00,38226,35853,3262,251,3947,54
2026-08-19T05:15:00+00:00,39307,35827,3815,497,5429,52
2026-08-19T05:30:00+00:00,39521,35791,3912,647,5399,52
2026-08-19T05:45:00+00:00,39707,35690,4036,1054,5295,51
2026-08-19T07:00:00+00:00,42509,35334,3729,5444,3462,46
2026-08-19T07:30:00+00:00,43953,35266,3798,7961,2907,43
2026-08-19T08:00:00+00:00,44482,35305,4077,10240,2885,28
2026-08-19T09:00:00+00:00,46482,35093,5452,14441,2650,13
2026-08-01T04:00:00+00:00,34444,40164,2498,192,4589,29
2026-08-01T06:30:00+00:00,36661,39787,1606,4033,4332,21
2026-08-01T07:15:00+00:00,38551,39113,1213,7719,3393,14
2026-08-01T07:30:00+00:00,38806,39144,1159,8903,3346,13
2026-08-01T09:00:00+00:00,41493,36149,1048,15786,2375,12
2026-08-01T10:15:00+00:00,44594,35799,973,18936,2305,11
2026-08-01T15:45:00+00:00,43710,37947,1529,12914,3183,13
2026-08-01T16:00:00+00:00,43907,38378,1642,11875,3556,14
2026-08-01T19:30:00+00:00,42287,40543,3701,224,8352,30
2026-08-01T20:45:00+00:00,43267,39330,5458,0,7802,30
2026-08-01T21:45:00+00:00,41624,39115,6037,0,6667,29
2026-08-01T22:30:00+00:00,39485,38906,6010,0,5496,33
2026-08-01T23:15:00+00:00,38037,38642,5836,0,4791,31
2026-08-01T23:45:00+00:00,37012,38577,5594,0,4656,31
2026-08-02T01:15:00+00:00,33479,37644,4694,0,4308,29
2026-08-02T03:00:00+00:00,32230,37105,3895,0,4496,22
2026-08-02T04:45:00+00:00,32190,37317,3816,344,4440,17
2026-08-02T05:00:00+00:00,32087,37316,3767,530,4402,17
2026-08-02T06:15:00+00:00,33513,37072,2988,3619,3562,16
2026-08-02T07:30:00+00:00,36291,36014,1439,9860,2640,13
2026-08-02T08:30:00+00:00,38504,33953,1176,14734,2256,12
2026-08-02T11:30:00+00:00,41214,29182,1745,12300,2161,16
2026-08-02T11:45:00+00:00,40991,29097,1723,12318,2166,16
2026-08-02T12:00:00+00:00,41061,29104,1697,12224,2188,16
2026-08-02T14:00:00+00:00,41663,30223,1455,18040,2431,15
2026-08-02T17:15:00+00:00,45055,37104,2058,5767,5265,33
2026-08-02T17:30:00+00:00,45063,37420,2136,4536,6208,34
2026-08-02T19:45:00+00:00,43840,38588,4019,198,6971,35
2026-08-02T20:45:00+00:00,44942,38669,4999,0,6673,35
2026-08-02T21:30:00+00:00,42908,38619,5170,0,5522,35
2026-08-02T21:45:00+00:00,42769,38653,5060,0,5316,34
