date_heure,consommation,nucleaire,eolien,solaire,hydraulique,taux_co2
2026-07-24T16:00:00+00:00,48754,38719,2328,12565,4629,15
2026-07-24T16:15:00+00:00,48855,39155,2264,11423,4798,17
2026-07-24T16:30:00+00:00,48863,39597,2334,10243,5550,20
2026-07-24T17:00:00+00:00,49511,40040,2373,7715,6027,27
2026-07-24T18:00:00+00:00,48934,40551,2672,3117,7220,34
2026-07-24T19:15:00+00:00,45655,40997,3800,484,7364,34
2026-07-24T20:45:00+00:00,46953,41458,4970,0,6740,33
2026-07-24T21:30:00+00:00,45107,41571,5211,0,5283,34
2026-07-24T21:45:00+00:00,45165,41573,5127,0,5074,34
2026-07-24T22:30:00+00:00,42434,41532,4806,0,4584,32
2026-07-24T23:15:00+00:00,40875,41502,4511,0,4072,28
2026-07-24T23:30:00+00:00,40223,40996,4359,0,4291,28
2026-07-24T23:45:00+00:00,40101,40499,4225,0,4420,29
2026-07-25T00:30:00+00:00,37938,40546,3589,0,4221,28
2026-07-25T01:00:00+00:00,36660,40577,3318,0,3809,26
2026-07-25T03:00:00+00:00,35044,40758,2777,0,3628,24
2026-07-25T04:00:00+00:00,35375,40787,2573,194,3676,17
2026-07-25T06:00:00+00:00,37333,40529,2183,2360,3448,14
2026-07-25T06:15:00+00:00,37725,39638,2059,3010,3508,14
2026-07-25T07:30:00+00:00,40723,36787,1474,6902,3213,14
2026-07-25T08:15:00+00:00,42038,34454,1149,7702,3329,15
2026-07-25T10:30:00+00:00,45253,34104,645,8927,2428,16
2026-07-25T11:00:00+00:00,44681,33693,666,9075,2319,16
2026-07-25T11:15:00+00:00,44102,33837,679,8958,2316,16
2026-07-25T11:45:00+00:00,43330,33425,716,9114,2304,16
2026-07-25T12:00:00+00:00,43610,33521,743,8961,2330,16
2026-07-25T12:45:00+00:00,43918,33610,824,8734,2350,16
2026-07-25T13:15:00+00:00,43913,33457,888,8611,2377,16
2026-07-25T13:45:00+00:00,43357,34703,939,8136,2570,16
2026-07-25T14:45:00+00:00,42830,34980,2726,8688,3507,13
2026-07-25T15:00:00+00:00,42610,34995,3048,8246,3318,13
2026-07-25T17:45:00+00:00,43546,39429,6286,2885,4918,22
2026-07-25T18:45:00+00:00,41715,40418,6299,931,4832,23
2026-07-25T19:30:00+00:00,41150,40734,6290,270,5331,20
2026-07-25T20:30:00+00:00,42310,41050,6524,196,5533,21
2026-07-25T21:15:00+00:00,41951,41386,7035,0,4913,21
2026-07-25T21:45:00+00:00,41162,41745,6783,0,4333,18
2026-07-25T23:30:00+00:00,37083,41130,5984,0,4233,12
2026-07-26T00:30:00+00:00,35107,40823,6019,0,3387,12
2026-07-26T01:15:00+00:00,33695,41285,5545,0,3030,12
2026-07-26T02:00:00+00:00,32828,41426,5286,0,3028,12
2026-07-26T03:00:00+00:00,32316,40854,5205,0,3045,12
2026-07-26T04:15:00+00:00,32420,40434,6093,215,2858,12
2026-07-26T04:45:00+00:00,32253,40386,6040,366,2838,12
2026-07-26T06:00:00+00:00,33664,38714,6175,2124,2836,13
2026-07-26T06:45:00+00:00,34834,37623,6063,4414,2660,12
2026-07-26T07:45:00+00:00,36825,37708,4360,5238,2667,13
2026-07-26T10:00:00+00:00,41228,37113,6173,9227,2612,12
2026-07-26T11:30:00+00:00,40506,36846,3684,8459,2519,13
2026-07-26T12:00:00+00:00,40488,36814,3594,10219,2304,13
2026-07-26T12:45:00+00:00,40488,37201,3665,10217,2211,13
2026-07-26T13:15:00+00:00,40191,36814,3800,10260,2256,13
2026-07-26T18:15:00+00:00,41599,39353,13269,1814,3242,12
2026-07-26T19:30:00+00:00,41608,41320,11803,277,4409,11
2026-07-26T19:45:00+00:00,41740,41613,11452,219,4482,11
2026-07-26T20:30:00+00:00,42507,41457,10560,200,4734,11
2026-07-26T20:45:00+00:00,42861,41384,10404,0,5084,12
2026-07-26T21:45:00+00:00,41368,41268,9488,0,4836,12
2026-07-26T22:15:00+00:00,40695,40996,9030,0,3373,12
2026-07-26T23:15:00+00:00,37858,41258,8618,0,2860,13
2026-07-27T00:30:00+00:00,35075,40905,7180,0,2521,13
2026-07-27T01:45:00+00:00,33649,40490,6339,0,2417,14
2026-07-27T02:00:00+00:00,33522,40500,6230,0,2556,14
2026-07-27T04:30:00+00:00,37412,43073,4197,273,3526,17
2026-07-27T05:45:00+00:00,41123,42233,3437,1622,5251,17
2026-07-27T08:00:00+00:00,46020,42102,2140,9579,3569,13
2026-07-27T09:15:00+00:00,47061,42069,1945,13267,3185,12
2026-07-27T10:30:00+00:00,48594,41632,2420,15837,2925,12
2026-07-27T12:45:00+00:00,48490,40713,2246,15226,2450,11
2026-07-27T16:00:00+00:00,46664,40589,2957,12728,3174,17
2026-07-27T17:00:00+00:00,48503,41820,3040,8088,3756,20
2026-07-27T17:15:00+00:00,48947,42733,3087,6856,5044,21
2026-07-27T17:30:00+00:00,48576,43252,3016,5415,5365,23
2026-07-27T21:00:00+00:00,45575,43989,2299,0,7168,32
2026-07-27T21:30:00+00:00,44391,44016,2276,0,6216,31
2026-07-27T23:00:00+00:00,39906,44230,2436,0,4094,29
2026-07-28T00:45:00+00:00,36871,44611,2372,0,3538,15
2026-07-28T01:15:00+00:00,36129,44588,2339,0,3693,15
2026-07-28T02:00:00+00:00,35373,44612,2166,0,3505,15
2026-07-28T03:15:00+00:00,36246,44718,2298,0,3480,16
2026-07-28T03:45:00+00:00,37150,44733,2320,188,3468,16
2026-07-28T04:00:00+00:00,37635,44665,2373,190,3420,16
2026-07-28T05:15:00+00:00,40790,44633,2572,897,4602,18
2026-07-28T05:45:00+00:00,41876,44659,2410,1977,4361,17
2026-07-28T06:15:00+00:00,43396,44622,2087,3921,4471,17
2026-07-28T07:00:00+00:00,44857,43697,1436,7665,4457,14
2026-07-28T08:45:00+00:00,47483,44091,812,12050,3107,13
2026-07-28T10:00:00+00:00,49351,42442,790,15533,2970,13
2026-07-28T10:15:00+00:00,50418,41847,881,20323,2742,10
2026-07-28T11:30:00+00:00,50070,40929,665,17587,2819,12
2026-07-28T14:15:00+00:00,49681,39353,894,19146,3092,16
2026-07-28T15:30:00+00:00,49214,42146,974,15173,3354,17
2026-07-28T16:15:00+00:00,50208,43830,992,11884,3792,17
2026-07-28T16:30:00+00:00,50588,44275,985,10634,4029,23
2026-07-28T17:15:00+00:00,51427,44713,1056,6716,5659,32
2026-07-28T18:30:00+00:00,49279,44792,1163,1568,7866,38
2026-07-28T20:45:00+00:00,48216,44892,1903,0,7953,38
2026-07-28T22:30:00+00:00,43378,44981,2309,0,4666,35
2026-07-29T02:30:00+00:00,36367,43531,1712,0,3184,19
2026-07-29T03:45:00+00:00,38209,43573,1891,195,3211,21
2026-07-29T04:15:00+00:00,39312,43549,2070,215,4484,21
2026-07-29T05:15:00+00:00,41344,43567,2201,871,5532,23
2026-07-29T05:45:00+00:00,42648,43572,2173,1909,5559,21
2026-07-29T06:00:00+00:00,43253,43591,2156,2695,5456,20
2026-07-29T06:30:00+00:00,44628,43529,1886,4667,4288,16
2026-07-29T07:00:00+00:00,45942,43404,1362,7027,3837,16
2026-07-29T09:15:00+00:00,50948,42336,786,17162,3019,14
2026-07-29T10:00:00+00:00,52373,42267,797,19067,2794,13
2026-07-29T10:15:00+00:00,52680,41930,847,19588,2816,12
2026-07-29T14:15:00+00:00,52042,40560,2758,18053,3096,16
2026-07-29T15:30:00+00:00,51657,41531,2914,14365,3450,18
2026-07-29T15:45:00+00:00,52086,41694,2960,13416,3674,21
2026-07-29T17:45:00+00:00,52654,43082,2248,3871,7524,45
2026-07-29T18:15:00+00:00,51727,43362,2187,2097,8028,47
2026-07-29T19:30:00+00:00,49234,43840,2586,242,7663,44
2026-07-29T21:00:00+00:00,48714,43670,2479,0,7728,41
2026-07-29T22:15:00+00:00,45893,42667,2587,0,6652,46
2026-07-29T22:45:00+00:00,42904,42742,2478,0,6239,42
2026-07-29T23:00:00+00:00,42389,42761,2475,0,6102,38
2026-07-29T23:15:00+00:00,42623,42720,2601,0,6088,36
2026-07-29T23:30:00+00:00,41964,42788,2561,0,5813,30
2026-07-30T01:15:00+00:00,38114,42881,3074,0,3717,20
2026-07-30T02:15:00+00:00,37490,42661,3584,0,3737,22
2026-07-30T02:45:00+00:00,37465,42659,3831,0,3437,22
2026-07-30T04:00:00+00:00,39754,42385,4714,185,4101,21
2026-07-30T04:30:00+00:00,40600,42388,5220,249,4763,21
2026-07-30T05:15:00+00:00,42125,42430,4527,754,5150,19
2026-07-30T08:00:00+00:00,49043,42022,4647,7776,3251,14
2026-07-30T10:15:00+00:00,51478,41211,4669,13858,2663,11
2026-07-30T10:30:00+00:00,51189,40933,4194,14095,2678,11
2026-07-30T11:15:00+00:00,50515,41033,2889,15368,2793,11
2026-07-30T13:00:00+00:00,51239,41182,1872,17173,2874,10
2026-07-30T15:45:00+00:00,49634,42510,1854,12496,3248,15
2026-07-30T16:00:00+00:00,50201,42323,1775,11504,3684,15
2026-07-30T16:30:00+00:00,50487,42717,1913,9345,4781,20
2026-07-30T19:30:00+00:00,48210,43050,2439,250,8979,41
2026-07-30T23:00:00+00:00,42231,43249,1970,0,4724,38
2026-07-30T23:30:00+00:00,41854,43236,2024,0,4735,36
2026-07-31T00:15:00+00:00,40671,43238,2038,0,4771,30
2026-07-31T00:30:00+00:00,39595,43243,1863,0,4606,29
2026-07-31T01:45:00+00:00,37319,43304,1570,0,3816,26
2026-07-31T02:45:00+00:00,37121,43353,1710,0,3812,27
2026-07-31T04:00:00+00:00,39219,43104,1589,207,3956,28
2026-07-31T04:15:00+00:00,40074,42958,1651,222,4134,29
2026-07-31T06:45:00+00:00,45900,42623,1616,4085,5050,27
2026-07-31T07:15:00+00:00,46636,41476,1473,5561,4446,27
2026-07-31T07:30:00+00:00,46870,41393,1506,6386,4235,24
2026-07-31T07:45:00+00:00,47153,41427,1467,7361,4393,22
2026-07-31T10:00:00+00:00,50944,42407,1285,13525,3261,14
2026-07-31T11:00:00+00:00,50899,41824,1225,14478,3029,13
2026-07-31T13:15:00+00:00,50069,41659,1765,13471,2984,12
2026-07-31T13:30:00+00:00,49752,41654,1753,13215,3024,13
2026-07-31T13:45:00+00:00,49441,41605,1858,12887,3449,14
2026-07-31T16:15:00+00:00,48153,41574,2604,7061,4159,24
2026-07-31T16:45:00+00:00,48477,41518,3109,5914,4742,28
2026-07-31T17:15:00+00:00,48328,41665,3465,4402,5597,30
2026-07-31T17:45:00+00:00,47559,41784,3617,2916,6342,32
2026-07-31T18:30:00+00:00,45707,41893,3886,1245,8124,34
2026-07-31T19:00:00+00:00,44891,41880,3991,591,8142,35
2026-07-31T19:30:00+00:00,44528,41968,3755,236,8739,35
2026-07-31T20:00:00+00:00,44495,41976,3807,198,8831,35
2026-07-31T22:00:00+00:00,42761,40710,3562,0,7047,37
2026-08-01T01:15:00+00:00,35120,40855,3266,0,5029,28
2026-08-01T02:30:00+00:00,34152,40507,2953,0,4525,28
2026-08-01T06:45:00+00:00,37295,39687,1429,5214,4257,19
2026-08-01T07:45:00+00:00,39403,38728,1144,10179,3296,12
2026-08-01T09:15:00+00:00,42191,36048,1044,16750,2356,12
2026-08-01T11:45:00+00:00,43785,35622,964,20218,2444,11
2026-08-01T12:15:00+00:00,44673,35877,966,20095,2470,11
2026-08-01T13:45:00+00:00,43201,34756,1152,18974,2473,12
2026-08-01T14:00:00+00:00,43120,34748,1210,18464,2480,13
2026-08-01T16:15:00+00:00,43890,38857,1741,10658,3589,14
2026-08-01T17:15:00+00:00,44383,40251,2182,6010,5864,23
2026-08-01T17:30:00+00:00,44417,40336,2327,4793,5999,27
2026-08-01T18:00:00+00:00,43807,40397,2782,2781,6388,30
2026-08-01T18:30:00+00:00,43009,40569,2996,1391,7084,31
2026-08-01T18:45:00+00:00,42463,40554,3169,962,7672,31
2026-08-01T20:00:00+00:00,42106,39815,4361,191,8361,30
2026-08-02T00:00:00+00:00,36279,38480,5423,0,4688,31
2026-08-02T01:45:00+00:00,32596,37663,4402,0,4458,22
2026-08-02T08:00:00+00:00,37410,35350,1201,12381,2393,12
2026-08-02T09:15:00+00:00,40225,32540,2046,13340,2272,13
2026-08-02T12:30:00+00:00,42391,28967,1790,12812,2250,16
2026-08-02T12:45:00+00:00,42127,29303,1776,12478,2266,15
2026-08-02T13:00:00+00:00,41976,29170,1995,13124,2245,15
2026-08-02T14:15:00+00:00,41530,31305,1517,17940,2754,15
2026-08-02T14:30:00+00:00,41526,31957,1608,17225,2803,15
2026-08-02T16:00:00+00:00,43459,35958,2023,11730,3809,17
2026-08-02T17:45:00+00:00,44962,37720,2277,3581,7145,34
2026-08-02T22:00:00+00:00,41847,38680,4787,0,4904,34
2026-08-02T22:30:00+00:00,40222,38708,4513,0,4346,29
2026-08-03T03:00:00+00:00,34496,38740,2393,0,3635,21
2026-08-03T04:15:00+00:00,37090,38886,2174,195,5293,28
2026-08-03T06:15:00+00:00,41582,37603,2111,3040,5844,26
2026-08-03T06:30:00+00:00,42077,37123,1946,3780,5886,26
2026-08-03T08:15:00+00:00,46182,35947,1425,10565,3643,25
2026-08-03T10:00:00+00:00,49534,34814,1791,15308,3032,22
2026-08-03T12:15:00+00:00,51576,34167,2827,16859,3032,22
2026-08-03T14:30:00+00:00,49741,34851,3036,13229,3361,27
2026-08-03T18:00:00+00:00,49135,37080,4602,2105,8036,42
2026-08-03T18:15:00+00:00,48088,37073,4178,1589,8424,43
2026-08-03T19:00:00+00:00,46570,37079,3951,566,8039,43
2026-08-03T19:45:00+00:00,45763,37091,2785,226,8136,46
2026-08-03T20:00:00+00:00,45510,37071,2767,225,8204,45
2026-08-03T20:45:00+00:00,46638,36927,2572,0,7883,46
2026-08-03T21:45:00+00:00,43834,36958,2906,0,5957,43
2026-08-03T22:45:00+00:00,40876,37002,2692,0,4838,49
2026-08-04T01:15:00+00:00,36194,37428,3746,0,4079,37
2026-08-04T03:15:00+00:00,36347,37466,4955,0,3580,28
2026-08-04T04:15:00+00:00,38080,36565,4167,196,4523,36
2026-08-04T04:45:00+00:00,38785,36541,3441,325,5404,40
2026-08-04T05:30:00+00:00,40441,36529,3138,901,6500,41
2026-08-04T07:45:00+00:00,45553,38281,2569,8480,3742,23
2026-08-04T08:30:00+00:00,46916,38495,3169,11532,3248,16
2026-08-04T14:30:00+00:00,48470,37002,4033,15262,3458,15
2026-08-04T16:00:00+00:00,49145,37723,4613,10942,4062,17
2026-08-04T16:30:00+00:00,49095,38090,4488,8857,4512,22
2026-08-04T17:00:00+00:00,49875,38172,4360,6636,5728,30
2026-08-04T17:30:00+00:00,49465,38227,4008,4471,6927,35
2026-08-04T18:00:00+00:00,48533,38228,3758,2632,7819,37
2026-08-04T20:00:00+00:00,45724,39053,2861,326,9056,37
2026-08-04T20:30:00+00:00,46057,39394,2968,0,8316,35
2026-08-04T21:15:00+00:00,45556,39430,3378,0,7045,36
2026-08-04T22:45:00+00:00,40776,38851,4086,0,5247,26
2026-08-04T23:30:00+00:00,40014,38905,4002,0,4724,24
2026-08-05T00:00:00+00:00,39077,38709,3879,0,4149,23
2026-08-05T01:45:00+00:00,35798,38664,3141,0,3347,18
2026-08-05T02:00:00+00:00,35663,38634,3126,0,3193,17
2026-08-05T11:00:00+00:00,48796,33216,7210,17122,2309,12
2026-08-05T13:00:00+00:00,49563,33122,8575,17219,2363,11
2026-08-05T15:00:00+00:00,47447,34019,8288,13604,3196,13
2026-08-05T15:15:00+00:00,46817,34795,8052,12950,3218,13
2026-08-05T15:45:00+00:00,47701,35167,8252,11567,3276,14
2026-08-05T16:00:00+00:00,47695,34998,8254,10727,3373,14
2026-08-05T20:15:00+00:00,45899,38893,5573,0,7756,29
2026-08-06T00:00:00+00:00,38737,39245,4761,0,3156,22
2026-08-06T01:15:00+00:00,36183,38471,4134,0,2894,23
2026-08-06T02:30:00+00:00,35250,38483,3434,0,2859,23
2026-08-06T05:00:00+00:00,38864,38323,2621,632,4551,25
2026-08-06T08:30:00+00:00,45407,38000,1733,13531,2855,11
2026-08-06T10:00:00+00:00,47090,36313,1998,18331,2351,14
2026-08-06T10:15:00+00:00,47347,36171,2119,18674,2275,14
2026-08-06T11:30:00+00:00,47071,35130,2567,20132,2293,14
2026-08-06T11:45:00+00:00,46821,35209,2584,20412,2306,14
2026-08-06T12:00:00+00:00,47513,35287,2688,20528,2278,14
2026-08-06T14:30:00+00:00,46197,34722,3467,17433,2856,17
2026-08-06T15:00:00+00:00,45385,34857,3496,15567,3033,17
2026-08-06T15:45:00+00:00,46066,35607,3743,13521,3577,18
2026-08-06T16:30:00+00:00,47155,36677,3812,10195,4028,23
2026-08-06T17:45:00+00:00,47416,37056,4059,3910,6704,36
2026-08-06T18:15:00+00:00,46509,37069,4183,2077,7488,37
2026-08-06T18:30:00+00:00,46307,37124,4284,1458,7758,38
2026-08-07T00:15:00+00:00,37303,38850,5431,0,3368,29
2026-08-07T00:45:00+00:00,36246,38298,5364,0,3239,27
2026-08-07T01:30:00+00:00,34950,38334,4991,0,3842,23
2026-08-07T04:15:00+00:00,37162,38387,3559,363,4482,24
2026-08-07T08:15:00+00:00,44210,37329,1535,14458,2666,15
2026-08-07T09:30:00+00:00,45395,36154,1258,19342,2327,14
2026-08-07T11:15:00+00:00,46910,35810,1130,22240,2213,16
2026-08-07T13:00:00+00:00,47092,35074,1211,21773,2252,16
2026-08-07T13:15:00+00:00,47068,35698,1244,21501,2230,16
2026-08-07T13:45:00+00:00,46149,36022,1356,20163,2281,16
2026-08-07T17:00:00+00:00,47404,37579,1950,7658,4751,30
2026-08-07T17:15:00+00:00,47071,37761,2038,6340,5247,34
2026-08-07T17:45:00+00:00,46693,37948,2329,3787,6424,34
2026-08-07T18:00:00+00:00,46393,38003,2419,2731,8007,37
2026-08-07T19:00:00+00:00,44327,38897,2707,577,8490,38
2026-08-07T19:45:00+00:00,44060,38959,3276,264,7601,38
2026-08-07T22:00:00+00:00,41665,38645,5569,0,5404,37
2026-08-08T00:45:00+00:00,34721,38602,5801,0,3761,20
2026-08-08T02:45:00+00:00,32903,38711,5015,0,3178,16
2026-08-08T03:00:00+00:00,32929,38683,4833,0,2991,16
2026-08-08T08:00:00+00:00,38749,34455,1119,12751,2707,13
2026-08-08T09:15:00+00:00,40535,30361,825,13486,1963,16
2026-08-08T09:45:00+00:00,41993,30294,739,14894,1941,16
2026-08-08T10:30:00+00:00,42192,29699,552,12649,1921,18
2026-08-08T13:00:00+00:00,43555,28788,513,13724,1942,19
2026-08-08T13:15:00+00:00,43663,28866,620,14383,2001,18
2026-08-08T13:30:00+00:00,43510,29064,606,14854,2076,19
2026-08-08T14:45:00+00:00,43289,31625,805,16963,2489,18
2026-08-08T15:00:00+00:00,43464,31514,829,15367,2573,18
2026-08-08T16:00:00+00:00,43912,34623,1023,11243,4341,24
2026-08-08T16:45:00+00:00,45035,35325,940,7740,5215,32
2026-08-08T17:45:00+00:00,44648,34714,1056,3216,7318,46
2026-08-08T21:15:00+00:00,42159,35160,2224,0,5950,43
2026-08-08T22:15:00+00:00,40306,34280,2260,0,4918,43
2026-08-08T23:30:00+00:00,36993,34160,2510,0,4103,36
2026-08-08T23:45:00+00:00,36673,33875,2735,0,4153,33
2026-08-09T00:00:00+00:00,35692,33668,2657,0,4472,33
2026-08-09T00:15:00+00:00,35533,33853,2534,0,4783,33
2026-08-09T03:15:00+00:00,32190,34299,1913,0,3460,31
2026-08-09T04:45:00+00:00,32441,34361,1552,369,3022,31
2026-08-09T05:00:00+00:00,32404,34314,1657,515,3081,30
2026-08-09T05:30:00+00:00,32498,34269,2142,923,2618,26
2026-08-09T08:00:00+00:00,37703,32381,1607,9348,2209,16
2026-08-09T10:30:00+00:00,43210,27634,1407,12823,1867,18
2026-08-09T11:45:00+00:00,41351,27626,1301,13120,2862,18
2026-08-09T12:00:00+00:00,41641,27513,1465,13318,2839,17
2026-08-09T13:00:00+00:00,41761,28232,1331,13699,2044,19
2026-08-09T14:30:00+00:00,40335,29796,1612,16034,2415,18
2026-08-09T14:45:00+00:00,40571,30354,1504,14996,2542,18
2026-08-09T15:15:00+00:00,40673,30693,1669,13920,2714,18
2026-08-09T16:00:00+00:00,42382,33642,2037,11095,3359,22
2026-08-09T17:00:00+00:00,43794,34523,2349,6050,5344,30
2026-08-09T17:45:00+00:00,44084,34744,2478,3026,6724,39
2026-08-09T19:00:00+00:00,42629,35172,2569,486,8183,41
2026-08-09T21:15:00+00:00,42536,35275,3885,0,6867,41
2026-08-09T21:30:00+00:00,41552,35303,3872,0,5613,41
2026-08-09T22:15:00+00:00,40803,35418,3913,0,3941,41
2026-08-09T23:45:00+00:00,37127,35558,4147,0,3036,33
2026-08-10T02:15:00+00:00,33151,36116,3139,0,2849,31
2026-08-10T02:45:00+00:00,33064,35540,3183,0,2747,32
2026-08-10T03:00:00+00:00,33467,35142,3346,0,2763,35
2026-08-10T04:00:00+00:00,35565,35273,3094,231,4689,38
2026-08-10T05:30:00+00:00,37888,35258,2945,860,5480,40
2026-08-10T06:00:00+00:00,39202,35307,2780,2002,5111,40
2026-08-10T06:15:00+00:00,40030,35366,2554,2903,4827,39
2026-08-10T06:30:00+00:00,40508,35286,2301,3678,4619,39
2026-08-10T08:30:00+00:00,44079,35131,1210,12901,2602,16
2026-08-10T11:30:00+00:00,47249,33832,1527,19785,2434,12
2026-08-10T13:30:00+00:00,47552,33600,1662,18516,2331,14
2026-08-10T14:00:00+00:00,47031,34371,1688,17423,2418,14
2026-08-10T15:30:00+00:00,46836,35263,1799,13083,3233,18
2026-08-10T15:45:00+00:00,47044,35307,1798,11973,3690,19
2026-08-10T17:00:00+00:00,48933,35824,2267,6452,5611,37
2026-08-10T20:15:00+00:00,45284,34641,5313,0,6717,57
2026-08-10T22:15:00+00:00,41792,33955,6557,0,5695,45
2026-08-10T23:45:00+00:00,38264,33991,6204,0,3667,41
2026-08-11T00:00:00+00:00,37513,34002,6207,0,3445,40
2026-08-11T00:45:00+00:00,35805,34008,6077,0,2989,39
2026-08-11T06:00:00+00:00,39838,34134,4651,2008,4936,43
2026-08-11T06:30:00+00:00,41029,34143,3759,3645,4229,40
2026-08-11T07:45:00+00:00,43649,33993,2155,9719,2793,21
2026-08-11T08:00:00+00:00,43785,33945,2011,10804,2752,19
2026-08-11T14:15:00+00:00,47513,30885,2326,17195,2797,15
2026-08-11T19:45:00+00:00,45382,33870,6118,240,7273,41
2026-08-11T22:30:00+00:00,40728,33060,7824,0,3604,40
2026-08-12T01:15:00+00:00,35316,33129,6030,0,2854,45
2026-08-12T01:30:00+00:00,35004,33153,5848,0,2806,43
2026-08-12T01:45:00+00:00,34984,33154,5717,0,2761,44
2026-08-12T02:45:00+00:00,34445,33154,5197,0,2940,43
2026-08-12T04:30:00+00:00,37318,33209,4682,231,4411,43
2026-08-12T04:45:00+00:00,37603,33252,4724,300,4546,43
2026-08-12T07:00:00+00:00,41562,33255,2582,6409,3296,30
2026-08-12T14:15:00+00:00,48754,32046,1465,18181,3156,15
2026-08-12T15:45:00+00:00,49729,32805,1934,12902,4972,25
2026-08-12T19:00:00+00:00,45957,33383,3443,343,7550,44
2026-08-12T19:15:00+00:00,46317,33849,3716,268,7563,48
2026-08-12T19:45:00+00:00,46312,34344,4612,248,7027,43
2026-08-12T21:30:00+00:00,44604,34028,5838,0,4198,45
2026-08-12T23:30:00+00:00,39832,33411,4070,0,3319,42
2026-08-13T00:00:00+00:00,38576,33342,3755,0,3267,41
2026-08-13T01:45:00+00:00,35308,33461,3170,0,3242,41
2026-08-13T02:00:00+00:00,35264,33551,3082,0,3308,41
2026-08-13T02:45:00+00:00,34944,33931,2860,0,3246,40
2026-08-13T03:45:00+00:00,36244,34099,2841,0,4039,45
2026-08-13T05:15:00+00:00,38977,34143,2791,627,5228,45
2026-08-13T05:45:00+00:00,39756,34134,2620,1404,4437,44
2026-08-13T06:30:00+00:00,41820,33249,2090,4115,4003,39
2026-08-13T06:45:00+00:00,42485,33190,1849,5479,3580,38
2026-08-13T09:00:00+00:00,47632,32879,654,16477,2854,15
2026-08-13T09:30:00+00:00,48413,32894,645,18113,2970,14
2026-08-13T09:45:00+00:00,49227,32587,645,18829,3009,14
2026-08-13T10:45:00+00:00,50864,32670,741,20527,2278,14
2026-08-13T11:00:00+00:00,50747,32527,753,20863,2260,14
2026-08-13T12:45:00+00:00,51723,32275,884,20508,2644,15
2026-08-13T13:45:00+00:00,51103,32906,942,19133,2723,15
2026-08-13T15:00:00+00:00,50502,33139,1089,15708,3787,17
2026-08-13T15:30:00+00:00,50891,33664,1183,13880,4157,25
2026-08-13T16:00:00+00:00,51326,33808,1206,11639,5600,32
2026-08-13T16:30:00+00:00,51584,34547,1328,9133,6075,37
2026-08-13T17:15:00+00:00,52054,34737,1463,5326,7612,40
2026-08-13T17:30:00+00:00,51427,34738,1502,3998,8258,42
2026-08-13T17:45:00+00:00,51286,34781,1611,3085,8557,44
2026-08-13T22:30:00+00:00,42853,33096,3228,0,5060,44
2026-08-14T00:45:00+00:00,37836,33023,2270,0,3220,46
2026-08-14T01:00:00+00:00,37065,33059,2109,0,3224,46
2026-08-14T01:30:00+00:00,36624,33110,1904,0,3337,41
2026-08-14T02:30:00+00:00,36133,33098,1528,0,3358,44
2026-08-14T03:00:00+00:00,36057,33015,1298,0,3415,47
2026-08-14T03:45:00+00:00,36986,32984,1214,0,4385,47
2026-08-14T05:00:00+00:00,38926,32983,1202,410,5034,47
2026-08-14T08:15:00+00:00,46878,32275,875,12162,2959,23
2026-08-14T08:45:00+00:00,47692,32255,841,14185,2851,20
2026-08-14T09:00:00+00:00,48359,32160,822,15131,2835,19
2026-08-14T10:00:00+00:00,50458,32055,905,18137,2469,16
2026-08-14T12:45:00+00:00,52301,31893,1609,19642,2341,14
2026-08-14T15:00:00+00:00,50371,31873,1829,14202,3688,20
2026-08-14T18:00:00+00:00,49317,33091,2507,1878,8820,63
2026-08-14T18:45:00+00:00,47976,33099,2657,587,8412,59
2026-08-14T22:15:00+00:00,44101,31510,2895,0,5815,66
2026-08-15T00:00:00+00:00,39170,31503,3170,0,4705,54
2026-08-15T01:30:00+00:00,36050,31933,3908,0,4019,47
2026-08-15T03:45:00+00:00,34993,31974,4328,0,3165,40
2026-08-15T04:15:00+00:00,35800,31987,4098,220,3247,40
2026-08-15T04:30:00+00:00,35685,32007,3877,230,3173,40
2026-08-15T05:00:00+00:00,35357,32000,3634,393,2869,35
2026-08-15T07:00:00+00:00,38026,31774,1814,4820,3062,24
2026-08-15T07:15:00+00:00,38607,31748,1628,6076,3402,25
2026-08-15T07:30:00+00:00,39176,31658,1539,7037,3382,25
2026-08-15T08:30:00+00:00,41668,31212,1534,11081,2739,20
2026-08-15T08:45:00+00:00,42218,30640,1483,12071,2511,20
2026-08-15T12:15:00+00:00,45357,28464,1431,17526,2140,17
2026-08-15T14:00:00+00:00,44706,29338,2038,14957,2382,19
2026-08-15T17:00:00+00:00,45294,31103,2516,4440,6056,47
2026-08-15T19:30:00+00:00,43836,31643,3080,227,7243,47
2026-08-15T19:45:00+00:00,43313,31716,3051,216,6890,47
2026-08-15T20:15:00+00:00,43334,31826,3126,0,7226,47
2026-08-15T21:30:00+00:00,42251,32390,3453,0,6598,45
2026-08-16T04:30:00+00:00,33424,32433,1877,225,3403,40
2026-08-16T05:15:00+00:00,33437,32475,1890,491,3364,38
2026-08-16T06:15:00+00:00,34152,31221,1669,2170,3484,37
2026-08-16T09:15:00+00:00,40776,30166,988,12991,2251,16
2026-08-16T09:30:00+00:00,41259,29805,1029,13543,2353,15
2026-08-16T09:45:00+00:00,41257,29129,1041,14286,2398,15
2026-08-16T10:00:00+00:00,41841,28486,1029,14651,2363,16
2026-08-16T10:45:00+00:00,43382,28012,999,15931,1992,15
